date;rua;numero;bairro;condominio;price;area;price_by_sqm;condominium_fee;iptu;rooms;bathrooms;garage;agent;agent_number;latitude;longitude;property_d;url
25/07/17;Domingos Leme;440;Vila Nova Conceição;Condomínio Number One ;11490000;675;17.022;R$9.000 ;R$5.800 ;5;5;5;iBravo Imóveis Corporativos;(11) 99011-3000 ;-23.591.561;-46.670.115;82829519;https://www.vivareal.com.br/imovel/apartamento-5-quartos-vila-nova-conceicao-zona-sul-sao-paulo-com-garagem-675m2-venda-RS11490000-id-82829519/
25/07/17;Domingos Leme;440;Vila Nova Conceição;Condomínio Number One ;11500000;675;17.037;R$9.000 ;R$5.400 ;5;6;5;Ricardo Tayar;(11) 3885-2104 ;-23.591.561;-46.670.115;83506574;https://www.vivareal.com.br/imovel/apartamento-5-quartos-vila-nova-conceicao-zona-sul-sao-paulo-com-garagem-675m2-venda-RS11500000-id-83506574/
25/07/17;Bueno BrandÌ£o;134;Vila Nova Conceição;Condomínio IratauÌÁ ;11900000;430;27.674;R$6.000 ;;4;;6;Brokers SP Imóveis;(11) 2306-8817 ;-23.591.419;-46.669.026;51767886;https://www.vivareal.com.br/imovel/apartamento-4-quartos-vila-nova-conceicao-zona-sul-sao-paulo-com-garagem-430m2-venda-RS11900000-id-51767886/
25/07/17;Domingos Leme;440;Vila Nova Conceição;Condomínio Number One ;11900000;675;17.629;R$8.200 ;R$435 ;5;6;5;Brokers SP Imóveis;(11) 2306-8817 ;-23.591.561;-46.670.115;47499450;https://www.vivareal.com.br/imovel/apartamento-5-quartos-vila-nova-conceicao-zona-sul-sao-paulo-com-garagem-675m2-venda-RS11900000-id-47499450/
25/07/17;Domingos Leme;440;Vila Nova Conceição;Condomínio Number One ;11997000;675;17.773;R$9.000 ;R$5.791 ;5;6;5;BRASIL SP IMOVEIS;(11) 5531-0050 ;-23.591.561;-46.670.115;77500710;https://www.vivareal.com.br/imovel/apartamento-5-quartos-vila-nova-conceicao-zona-sul-sao-paulo-com-garagem-675m2-venda-RS11997000-id-77500710/
25/07/17;Bueno BrandÌ£o;134;Vila Nova Conceição;Condomínio IratauÌÁ ;12000000;430;27.906;R$6.500 ;R$2.900 ;4;5;5;GDX Consultoria Imobiliaria;(11) 5182-2222 ;-23.591.419;-46.669.026;69246379;https://www.vivareal.com.br/imovel/apartamento-4-quartos-vila-nova-conceicao-zona-sul-sao-paulo-com-garagem-430m2-venda-RS12000000-id-69246379/
25/07/17;Bueno BrandÌ£o;134;Vila Nova Conceição;Condomínio IratauÌÁ ;12000000;430;27.906;R$1 ;R$1 ;4;5;5;LS Prado Imóveis;(11) 3881-8118 ;-23.591.419;-46.669.026;50953829;https://www.vivareal.com.br/imovel/apartamento-4-quartos-vila-nova-conceicao-zona-sul-sao-paulo-com-garagem-430m2-venda-RS12000000-id-50953829/
25/07/17;Bueno BrandÌ£o;134;Vila Nova Conceição;Condomínio IratauÌÁ ;12000000;430;27.906;R$8.000 ;R$2.600 ;4;5;5;BRASIL SP IMOVEIS;(11) 5531-0050 ;-23.591.419;-46.669.026;68863828;https://www.vivareal.com.br/imovel/apartamento-4-quartos-vila-nova-conceicao-zona-sul-sao-paulo-com-garagem-430m2-venda-RS12000000-id-68863828/
25/07/17;Afonso Braz;155;Vila Nova Conceição;Condomínio RENATA ;12000000;357;33.613;;;4;5;5;FÌÁbio Augusto Correa;(11) 96425-9984 ;-2.359.601;-46.665.274;82918658;https://www.vivareal.com.br/imovel/apartamento-4-quartos-vila-nova-conceicao-zona-sul-sao-paulo-com-garagem-357m2-venda-RS12000000-id-82918658/
25/07/17;Domingos Fernandes;251;Vila Nova Conceição;Condomínio Palazzo Merano ;12000000;447;26.845;R$6.600 ;R$2.400 ;4;4;5;VIABr Imóveis;(11) 3842-7724 ;-23.592.524;-46.667.481;81787017;https://www.vivareal.com.br/imovel/apartamento-4-quartos-vila-nova-conceicao-zona-sul-sao-paulo-com-garagem-447m2-venda-RS12000000-id-81787017/
25/07/17;Domingos Fernandes;251;Vila Nova Conceição;Condomínio Palazzo Merano ;12000000;447;26.845;R$6.600 ;R$2.400 ;4;6;5;WPS Imóveis;(11) 3198-3668 ;-23.592.524;-46.667.481;81075179;https://www.vivareal.com.br/imovel/apartamento-4-quartos-vila-nova-conceicao-zona-sul-sao-paulo-com-garagem-447m2-venda-RS12000000-id-81075179/
25/07/17;Domingos Leme;350;Vila Nova Conceição;;12000000;676;17.751;R$9.000 ;R$5.264 ;5;7;5;Site Location;(11) 5041-1458 ;-235.912;-46.669.755;81624423;https://www.vivareal.com.br/imovel/apartamento-5-quartos-vila-nova-conceicao-zona-sul-sao-paulo-com-garagem-676m2-venda-RS12000000-id-81624423/
25/07/17;HÌ©lio Pellegrino;374;Vila Nova Conceição;Condomínio PraÌ¤a Vila Nova ;12000000;534;22.471;R$4.300 ;R$400 ;4;5;7;Private Consultoria Imobiliária;(11) 7886-7472 ;-23.597.315;-46.668.746;45291205;https://www.vivareal.com.br/imovel/apartamento-4-quartos-vila-nova-conceicao-zona-sul-sao-paulo-com-garagem-534m2-venda-RS12000000-id-45291205/
25/07/17;Domingos Leme;400;Vila Nova Conceição;;12000000;675;17.777;R$8.200 ;R$4.300 ;5;7;5;ACESSO Negócios;(11) 99241-1301 ;-235.916;-46.67;72306641;https://www.vivareal.com.br/imovel/apartamento-5-quartos-vila-nova-conceicao-zona-sul-sao-paulo-com-garagem-675m2-venda-RS12000000-id-72306641/
25/07/17;Domingos Leme;440;Vila Nova Conceição;Condomínio Number One ;12000000;675;17.777;R$9.000 ;R$5.791 ;5;7;4;Century 21 - Ello;(11) 3052-2121 ;-23.591.561;-46.670.115;78412399;https://www.vivareal.com.br/imovel/apartamento-5-quartos-vila-nova-conceicao-zona-sul-sao-paulo-com-garagem-675m2-venda-RS12000000-id-78412399/
25/07/17;Domingos Leme;440;Vila Nova Conceição;Condomínio Number One ;12000000;675;17.777;R$9.000 ;R$5.265 ;5;;5;PH IMOBILIÌRIA;(19) 3862-0298 ;-23.591.561;-46.670.115;80175110;https://www.vivareal.com.br/imovel/apartamento-5-quartos-vila-nova-conceicao-zona-sul-sao-paulo-com-garagem-675m2-venda-RS12000000-id-80175110/
25/07/17;Domingos Leme;440;Vila Nova Conceição;Condomínio Number One ;12000000;675;17.777;R$9.000 ;R$5.265 ;5;6;5;VIABr Imóveis;(11) 3842-7724 ;-23.591.561;-46.670.115;78425075;https://www.vivareal.com.br/imovel/apartamento-5-quartos-vila-nova-conceicao-zona-sul-sao-paulo-com-garagem-675m2-venda-RS12000000-id-78425075/
25/07/17;Domingos Leme;440;Vila Nova Conceição;Condomínio Number One ;12000000;675;17.777;R$9.000 ;R$5.791 ;5;7;5;Portal Sul Negócios Imobiliários;(11) 97661-6270 ;-23.591.561;-46.670.115;82486114;https://www.vivareal.com.br/imovel/apartamento-5-quartos-vila-nova-conceicao-zona-sul-sao-paulo-com-garagem-675m2-venda-RS12000000-id-82486114/
25/07/17;Domingos Leme;440;Vila Nova Conceição;Condomínio Number One ;12000000;676;17.751;R$9.000 ;R$5.265 ;5;5;5;Olímpia House;(11) 3937-3900 ;-23.591.561;-46.670.115;76959218;https://www.vivareal.com.br/imovel/apartamento-5-quartos-vila-nova-conceicao-zona-sul-sao-paulo-com-garagem-676m2-venda-RS12000000-id-76959218/
25/07/17;Domingos Leme;440;Vila Nova Conceição;Condomínio Number One ;12000000;676;17.751;R$8.200 ;R$4.350 ;5;2;5;Fernandez Mera;(11) 3066-1212 ;-23.591.561;-46.670.115;79261637;https://www.vivareal.com.br/imovel/apartamento-5-quartos-vila-nova-conceicao-zona-sul-sao-paulo-com-garagem-676m2-venda-RS12000000-id-79261637/
25/07/17;Domingos Fernandes;251;Vila Nova Conceição;Condomínio Palazzo Merano ;12500000;447;27.964;R$6.400 ;R$3.200 ;4;;5;GDX Consultoria Imobiliaria;(11) 5182-2222 ;-23.592.524;-46.667.481;81079024;https://www.vivareal.com.br/imovel/apartamento-4-quartos-vila-nova-conceicao-zona-sul-sao-paulo-com-garagem-447m2-venda-RS12500000-id-81079024/
25/07/17;CanÌÁrio;80;Vila Nova Conceição;Condomínio RESERVA PARK IBIRAPUERA ;13000000;469;27.718;R$6.900 ;R$2.300 ;5;8;6;Century 21 - Ello;(11) 3052-2121 ;-23.597.099;-46.663.207;57390056;https://www.vivareal.com.br/imovel/apartamento-5-quartos-vila-nova-conceicao-zona-sul-sao-paulo-com-garagem-469m2-venda-RS13000000-id-57390056/
25/07/17;HÌ©lio Pellegrino;374;Vila Nova Conceição;Condomínio PraÌ¤a Vila Nova ;13000000;534;24.344;R$5.600 ;R$3.652 ;4;6;7;Eduardo Theodoro;(11) 94724-1305 ;-23.597.315;-46.668.746;69268644;https://www.vivareal.com.br/imovel/apartamento-4-quartos-vila-nova-conceicao-zona-sul-sao-paulo-com-garagem-534m2-venda-RS13000000-id-69268644/
25/07/17;HÌ©lio Pellegrino;374;Vila Nova Conceição;Condomínio PraÌ¤a Vila Nova ;13900000;530;26.226;R$4.500 ;;4;5;7;Souza Nunes Imóveis;(11) 99447-5152 ;-23.597.315;-46.668.746;76797148;https://www.vivareal.com.br/imovel/apartamento-4-quartos-vila-nova-conceicao-zona-sul-sao-paulo-com-garagem-530m2-venda-RS13900000-id-76797148/
25/07/17;HÌ©lio Pellegrino;374;Vila Nova Conceição;Condomínio PraÌ¤a Vila Nova ;14000000;530;26.415;;;4;6;7;FÌÁbio Augusto Correa;(11) 96425-9984 ;-23.597.315;-46.668.746;81932636;https://www.vivareal.com.br/imovel/apartamento-4-quartos-vila-nova-conceicao-zona-sul-sao-paulo-com-garagem-530m2-venda-RS14000000-id-81932636/
25/07/17;HÌ©lio Pellegrino;374;Vila Nova Conceição;Condomínio PraÌ¤a Vila Nova ;14500000;534;27.153;R$5.500 ;R$3.652 ;4;6;7;IMOVEIS AA;(11) 3937-3900 ;-23.597.315;-46.668.746;80470693;https://www.vivareal.com.br/imovel/apartamento-4-quartos-vila-nova-conceicao-zona-sul-sao-paulo-com-garagem-534m2-venda-RS14500000-id-80470693/
25/07/17;HÌ©lio Pellegrino;374;Vila Nova Conceição;Condomínio PraÌ¤a Vila Nova ;14500000;534;27.153;R$5.500 ;R$3.652 ;4;6;7;Olímpia House;(11) 3937-3900 ;-23.597.315;-46.668.746;75961584;https://www.vivareal.com.br/imovel/apartamento-4-quartos-vila-nova-conceicao-zona-sul-sao-paulo-com-garagem-534m2-venda-RS14500000-id-75961584/
25/07/17;Marcos Lopes;189;Vila Nova Conceição;Condomínio MAISON MADELEINE ;14800000;640;23.125;R$6.000 ;R$3.500 ;6;9;6;Olímpia House;(11) 3937-3900 ;-23.596.822;-46.671.057;75961321;https://www.vivareal.com.br/imovel/apartamento-6-quartos-vila-nova-conceicao-zona-sul-sao-paulo-com-garagem-640m2-venda-RS14800000-id-75961321/
25/07/17;Marcos Lopes;189;Vila Nova Conceição;Condomínio MAISON MADELEINE ;14800000;640;23.125;R$6.000 ;R$3.500 ;6;9;6;IMOVEIS AA;(11) 3937-3900 ;-23.596.822;-46.671.057;80470480;https://www.vivareal.com.br/imovel/apartamento-6-quartos-vila-nova-conceicao-zona-sul-sao-paulo-com-garagem-640m2-venda-RS14800000-id-80470480/
25/07/17;Marcos Lopes;189;Vila Nova Conceição;Condomínio MAISON MADELEINE ;14800000;640;23.125;R$6.000 ;R$3.500 ;6;8;6;J2M Assessoria Imobiliária;(11) 4688-2860 ;-23.596.822;-46.671.057;62181069;https://www.vivareal.com.br/imovel/apartamento-6-quartos-vila-nova-conceicao-zona-sul-sao-paulo-com-garagem-640m2-venda-RS14800000-id-62181069/
25/07/17;Marcos Lopes;189;Vila Nova Conceição;Condomínio MAISON MADELEINE ;14800000;634;23.343;R$6.400 ;R$2.100 ;7;7;7;GDX Consultoria Imobiliaria;(11) 5182-2222 ;-23.596.822;-46.671.057;70188702;https://www.vivareal.com.br/imovel/apartamento-7-quartos-vila-nova-conceicao-zona-sul-sao-paulo-com-garagem-634m2-venda-RS14800000-id-70188702/
25/07/17;Marcos Lopes;189;Vila Nova Conceição;Condomínio MAISON MADELEINE ;14800000;370;40.000;;;4;4;5;BRASIL SP IMOVEIS;(11) 5531-0050 ;-23.596.822;-46.671.057;70271357;https://www.vivareal.com.br/imovel/apartamento-4-quartos-vila-nova-conceicao-zona-sul-sao-paulo-com-garagem-370m2-venda-RS14800000-id-70271357/
25/07/17;Inhambu;60;Vila Nova Conceição;;15000000;528;28.409;R$8.100 ;R$3.800 ;4;8;8;23house;(11) 4105-6905 ;-235.965;-466.642;64461564;https://www.vivareal.com.br/imovel/apartamento-4-quartos-vila-nova-conceicao-zona-sul-sao-paulo-com-garagem-528m2-venda-RS15000000-id-64461564/
25/07/17;Afonso Braz;115;Vila Nova Conceição;Condomínio Caroline ;15000000;517;29.013;R$6.300 ;;4;6;6;AFM Imóveis;(11) 99428-0934 ;-23.596.048;-46.664.992;78074216;https://www.vivareal.com.br/imovel/apartamento-4-quartos-vila-nova-conceicao-zona-sul-sao-paulo-com-garagem-517m2-venda-RS15000000-id-78074216/
25/07/17;Afonso Braz;115;Vila Nova Conceição;Condomínio Caroline ;15000000;517;29.013;R$6.400 ;R$3.400 ;4;5;6;Olímpia House;(11) 3937-3900 ;-23.596.048;-46.664.992;75962283;https://www.vivareal.com.br/imovel/apartamento-4-quartos-vila-nova-conceicao-zona-sul-sao-paulo-com-garagem-517m2-venda-RS15000000-id-75962283/
25/07/17;Afonso Braz;115;Vila Nova Conceição;Condomínio Caroline ;15000000;518;28.957;R$6.300 ;R$8.000 ;4;;6;GDX Consultoria Imobiliaria;(11) 5182-2222 ;-23.596.048;-46.664.992;72601972;https://www.vivareal.com.br/imovel/apartamento-4-quartos-vila-nova-conceicao-zona-sul-sao-paulo-com-garagem-518m2-venda-RS15000000-id-72601972/
25/07/17;Afonso Braz;115;Vila Nova Conceição;Condomínio Caroline ;15000000;518;28.957;R$6.300 ;R$3.500 ;4;6;6;BRASIL SP IMOVEIS;(11) 5531-0050 ;-23.596.048;-46.664.992;77766638;https://www.vivareal.com.br/imovel/apartamento-4-quartos-vila-nova-conceicao-zona-sul-sao-paulo-com-garagem-518m2-venda-RS15000000-id-77766638/
25/07/17;HÌ©lio Pellegrino;374;Vila Nova Conceição;Condomínio PraÌ¤a Vila Nova ;15000000;421;35.629;R$5.400 ;R$3.160 ;6;6;6;Rodrigo;(11) 99522-4029 ;-23.597.315;-46.668.746;81873804;https://www.vivareal.com.br/imovel/apartamento-6-quartos-vila-nova-conceicao-zona-sul-sao-paulo-com-garagem-421m2-venda-RS15000000-id-81873804/
25/07/17;Domingos Fernandes;251;Vila Nova Conceição;Condomínio Palazzo Merano ;15500000;447;34.675;R$6.000 ;;4;5;5;iBravo Imóveis Corporativos;(11) 99011-3000 ;-23.592.524;-46.667.481;83579545;https://www.vivareal.com.br/imovel/apartamento-4-quartos-vila-nova-conceicao-zona-sul-sao-paulo-com-garagem-447m2-venda-RS15500000-id-83579545/
25/07/17;PraÌ¤a Pereira Coutinho;71;Vila Nova Conceição;Condomínio CHATEAU LAFITE ;15900000;440;36.136;R$8.200 ;;4;5;6;GDX Consultoria Imobiliaria;(11) 5182-2222 ;-23.592.938;-46.669.156;68289236;https://www.vivareal.com.br/imovel/apartamento-4-quartos-vila-nova-conceicao-zona-sul-sao-paulo-com-garagem-440m2-venda-RS15900000-id-68289236/
25/07/17;PraÌ¤a Pereira Coutinho;71;Vila Nova Conceição;Condomínio CHATEAU LAFITE ;15900000;454;35.022;R$9.000 ;R$3.000 ;4;;6;Brokers SP Imóveis;(11) 2306-8817 ;-23.592.938;-46.669.156;54261535;https://www.vivareal.com.br/imovel/apartamento-4-quartos-vila-nova-conceicao-zona-sul-sao-paulo-com-garagem-454m2-venda-RS15900000-id-54261535/
25/07/17;PraÌ¤a Pereira Coutinho;71;Vila Nova Conceição;Condomínio CHATEAU LAFITE ;16000000;440;36.363;R$7.500 ;;4;5;6;BRASIL SP IMOVEIS;(11) 5531-0050 ;-23.592.938;-46.669.156;68302532;https://www.vivareal.com.br/imovel/apartamento-4-quartos-vila-nova-conceicao-zona-sul-sao-paulo-com-garagem-440m2-venda-RS16000000-id-68302532/
25/07/17;Domingos Fernandes;251;Vila Nova Conceição;Condomínio Palazzo Merano ;16000000;447;35.794;;;4;5;4;Lancando;(11) 3431-0103 ;-235.925;-466.674;69901605;https://www.vivareal.com.br/imovel/apartamento-4-quartos-vila-nova-conceicao-zona-sul-sao-paulo-com-garagem-447m2-venda-RS16000000-id-69901605/
25/07/17;Domingos Fernandes;251;Vila Nova Conceição;Condomínio Palazzo Merano ;16000000;447;35.794;R$6.000 ;R$2.800 ;4;5;5;GDX Consultoria Imobiliaria;(11) 5182-2222 ;-23.592.524;-46.667.481;69653120;https://www.vivareal.com.br/imovel/apartamento-4-quartos-vila-nova-conceicao-zona-sul-sao-paulo-com-garagem-447m2-venda-RS16000000-id-69653120/
25/07/17;PraÌ¤a Pereira Coutinho;40;Vila Nova Conceição;Condomínio Clemont Ferrant ;16500000;653;25.267;R$18.000 ;R$5.000 ;4;4;6;GDX Consultoria Imobiliaria;(11) 5182-2222 ;-2.359.255;-46.669.439;74305202;https://www.vivareal.com.br/imovel/apartamento-4-quartos-vila-nova-conceicao-zona-sul-sao-paulo-com-garagem-653m2-venda-RS16500000-id-74305202/
25/07/17;Bueno BrandÌ£o;334;Vila Nova Conceição;;17000000;733;23.192;R$12.000 ;R$4.000 ;4;4;4;Portal Sul Negócios Imobiliários;(11) 97661-6270 ;-23.590.664;-46.670.863;72205162;https://www.vivareal.com.br/imovel/apartamento-4-quartos-vila-nova-conceicao-zona-sul-sao-paulo-com-garagem-733m2-venda-RS17000000-id-72205162/
25/07/17;PraÌ¤a Pereira Coutinho;71;Vila Nova Conceição;Condomínio CHATEAU LAFITE ;17200000;440;39.090;R$8.400 ;;4;4;6;GDX Consultoria Imobiliaria;(11) 5182-2222 ;-23.592.938;-46.669.156;68289726;https://www.vivareal.com.br/imovel/apartamento-4-quartos-vila-nova-conceicao-zona-sul-sao-paulo-com-garagem-440m2-venda-RS17200000-id-68289726/
25/07/17;InhambÌ¼;97;Vila Nova Conceição;;18000000;470;38.297;;;3;7;6;Consulte Imoveis - 85621;(11) 97592-0041 ;-235.972;-466.642;68137977;https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-nova-conceicao-zona-sul-sao-paulo-com-garagem-470m2-venda-RS18000000-id-68137977/
25/07/17;RepÌ¼blica do LÌ_bano;1768;Vila Nova Conceição;Condomínio Palazzo Di Montalcino ;18000000;520;34.615;R$8.000 ;R$2.000 ;5;6;7;NPi NegociaÌ¤Ì£o Personalizada de Imóveis;(11) 2614-4414 ;-23.596.349;-46.663.625;45207837;https://www.vivareal.com.br/imovel/apartamento-5-quartos-vila-nova-conceicao-zona-sul-sao-paulo-com-garagem-520m2-venda-RS18000000-id-45207837/
25/07/17;Jaques FÌ©lix;162;Vila Nova Conceição;Condomínio BarÌ£o de Monjardim ;2000000;156;12.820;R$1.900 ;R$350 ;4;3;2;BNI Bons Negócios Imobiliários;(11) 98181-0351 ;-23.589.941;-46.670.641;76601191;https://www.vivareal.com.br/imovel/apartamento-4-quartos-vila-nova-conceicao-zona-sul-sao-paulo-com-garagem-156m2-venda-RS2000000-id-76601191/
25/07/17;Gararu;202;Vila Nova Conceição;Condomínio Helbor Edition Vila Nova ;2000000;112;17.857;R$1.500 ;R$550 ;2;3;2;IMOVEIS AA;(11) 3937-3900 ;-23.596.205;-46.669.337;80470447;https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-nova-conceicao-zona-sul-sao-paulo-com-garagem-112m2-venda-RS2000000-id-80470447/
25/07/17;Gararu;202;Vila Nova Conceição;Condomínio Helbor Edition Vila Nova ;2000000;112;17.857;R$1.500 ;R$550 ;2;3;2;Olímpia House;(11) 3937-3900 ;-23.596.205;-46.669.337;75961247;https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-nova-conceicao-zona-sul-sao-paulo-com-garagem-112m2-venda-RS2000000-id-75961247/
25/07/17;Jaques FÌ©lix;482;Vila Nova Conceição;Condomínio Green Park ;2000000;160;12.500;R$2.100 ;R$410 ;4;2;2;Ricardo Tayar;(11) 3885-2104 ;-23.592.748;-46.671.603;83506722;https://www.vivareal.com.br/imovel/apartamento-4-quartos-vila-nova-conceicao-zona-sul-sao-paulo-com-garagem-160m2-venda-RS2000000-id-83506722/
25/07/17;Jaques FÌ©lix;586;Vila Nova Conceição;Condomínio Gainsborough ;2000000;170;11.764;R$1.600 ;R$450 ;4;2;2;R.A.S Garcia Consultoria de Negócios Imobiliários ME;(11) 98643-4888 ;-23.593.392;-46.671.689;80281416;https://www.vivareal.com.br/imovel/apartamento-4-quartos-vila-nova-conceicao-zona-sul-sao-paulo-com-garagem-170m2-venda-RS2000000-id-80281416/
25/07/17;JoÌ£o Cachoeira;1325;Vila Nova Conceição;Condomínio Icon Itaim ;2000000;130;15.384;R$1.400 ;R$506 ;2;3;2;qZImóveis;(11) 95577-1100 ;-23.592.232;-46.675.427;83383813;https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-nova-conceicao-zona-sul-sao-paulo-com-garagem-130m2-venda-RS2000000-id-83383813/
25/07/17;JoÌ£o Cachoeira;1325;Vila Nova Conceição;Condomínio Icon Itaim ;2000000;130;15.384;R$1.300 ;R$4.180 ;2;3;2;Mbarbosa Imóveis;(11) 98346-0448 ;-235.917;-466.754;71529761;https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-nova-conceicao-zona-sul-sao-paulo-com-garagem-130m2-venda-RS2000000-id-71529761/
25/07/17;JoÌ£o Cachoeira;1347;Vila Nova Conceição;;2000000;130;15.384;R$1.300 ;R$500 ;2;3;2;Valeria Costa;(11) 98963-0697 ;-23.592.232;-46.675.427;81655944;https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-nova-conceicao-zona-sul-sao-paulo-com-garagem-130m2-venda-RS2000000-id-81655944/
25/07/17;Marcos Lopes;226;Vila Nova Conceição;Condomínio Exact Vila Nova ;2000003;125;16.000;R$10 ;R$10 ;3;1;2;Marcelo Lara Negócios Imobiliários;(11) 3105-6300 ;-23.597.099;-46.671.465;74506054;https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-nova-conceicao-zona-sul-sao-paulo-com-garagem-125m2-venda-RS2000003-id-74506054/
25/07/17;JoÌ£o Cachoeira;1425;Vila Nova Conceição;;2020000;95;21.263;R$1.300 ;R$500 ;2;3;2;FMS Imóveis;(11) 2337-7674 ;-23.592.748;-46.675.237;83806289;https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-nova-conceicao-zona-sul-sao-paulo-com-garagem-95m2-venda-RS2020000-id-83806289/
25/07/17;HÌ©lio Pellegrino;140;Vila Nova Conceição;;2090000;143;14.615;R$1.700 ;R$6.000 ;3;5;3;Homero Falaschi Imoveis;(11) 5533-0350 ;-23.597.525;-46.666.425;80283171;https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-nova-conceicao-zona-sul-sao-paulo-com-garagem-143m2-venda-RS2090000-id-80283171/
25/07/17;Marcos Lopes;300;Vila Nova Conceição;;2090000;154;13.571;;;;2;2;Sandro de Sousa Brito;(11) 3230-8005 ;-23.597.827;-46.671.474;63852208;https://www.vivareal.com.br/imovel/apartamento-vila-nova-conceicao-zona-sul-sao-paulo-com-garagem-154m2-venda-RS2090000-id-63852208/
25/07/17;HÌ©lio Pellegrino;148;Vila Nova Conceição;Condomínio Green Garden ;2099000;140;14.992;R$1.700 ;R$650 ;4;;3;Brokers SP Imóveis;(11) 2306-8817 ;-23.597.302;-46.666.481;81057550;https://www.vivareal.com.br/imovel/apartamento-4-quartos-vila-nova-conceicao-zona-sul-sao-paulo-com-garagem-140m2-venda-RS2099000-id-81057550/
25/07/17;HÌ©lio Pellegrino;148;Vila Nova Conceição;Condomínio Green Garden ;2100000;143;14.685;R$1.500 ;R$400 ;3;3;3;J2M Assessoria Imobiliária;(11) 4688-2860 ;-23.597.302;-46.666.481;81166577;https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-nova-conceicao-zona-sul-sao-paulo-com-garagem-143m2-venda-RS2100000-id-81166577/
25/07/17;HÌ©lio Pellegrino;148;Vila Nova Conceição;Condomínio Green Garden ;2100000;143;14.685;R$1.250 ;R$1 ;4;4;3;LS Prado Imóveis;(11) 3881-8118 ;-23.597.302;-46.666.481;50953799;https://www.vivareal.com.br/imovel/apartamento-4-quartos-vila-nova-conceicao-zona-sul-sao-paulo-com-garagem-143m2-venda-RS2100000-id-50953799/
25/07/17;Gararu;202;Vila Nova Conceição;Condomínio Helbor Edition Vila Nova ;2100000;112;18.750;R$1.700 ;R$595 ;3;4;2;A . RISSI NEGOCIOS IMOBILIARIOS;(11) 99913-0489 ;-23.596.205;-46.669.337;80751955;https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-nova-conceicao-zona-sul-sao-paulo-com-garagem-112m2-venda-RS2100000-id-80751955/
25/07/17;Gararu;202;Vila Nova Conceição;Condomínio Helbor Edition Vila Nova ;2100000;112;18.750;R$1.500 ;R$500 ;2;3;2;Spindola Consultoria;(11) 97096-2901 ;-23.596.205;-46.669.337;83866123;https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-nova-conceicao-zona-sul-sao-paulo-com-garagem-112m2-venda-RS2100000-id-83866123/
25/07/17;Gararu;202;Vila Nova Conceição;Condomínio Helbor Edition Vila Nova ;2100000;112;18.750;R$1.700 ;R$5.950 ;3;4;2;Francisco Gelli;(11) 94205-7385 ;-23.596.342;-46.669.362;78540436;https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-nova-conceicao-zona-sul-sao-paulo-com-garagem-112m2-venda-RS2100000-id-78540436/
25/07/17;Gararu;202;Vila Nova Conceição;Condomínio Helbor Edition Vila Nova ;2100000;112;18.750;R$1.700 ;R$595 ;2;3;2;LS Prado Imóveis;(11) 3881-8118 ;-23.596.205;-46.669.337;78273438;https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-nova-conceicao-zona-sul-sao-paulo-com-garagem-112m2-venda-RS2100000-id-78273438/
25/07/17;Gararu;202;Vila Nova Conceição;Condomínio Helbor Edition Vila Nova ;2100000;112;18.750;R$1.700 ;R$595 ;3;1;2;Affinity;(11) 5051-0774 ;-23.596.205;-46.669.337;75975068;https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-nova-conceicao-zona-sul-sao-paulo-com-garagem-112m2-venda-RS2100000-id-75975068/
25/07/17;Gararu;202;Vila Nova Conceição;Condomínio Helbor Edition Vila Nova ;2100000;112;18.750;;;3;3;2;NPi NegociaÌ¤Ì£o Personalizada de Imóveis;(11) 2614-4414 ;-23.596.205;-46.669.337;81913342;https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-nova-conceicao-zona-sul-sao-paulo-com-garagem-112m2-venda-RS2100000-id-81913342/
25/07/17;Gararu;202;Vila Nova Conceição;Condomínio Helbor Edition Vila Nova ;2100000;112;18.750;R$1.700 ;R$595 ;3;5;2;Suely Consultora Imobiliária;(11) 97604-1955 ;-235.963;-466.693;76868850;https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-nova-conceicao-zona-sul-sao-paulo-com-garagem-112m2-venda-RS2100000-id-76868850/
25/07/17;Gararu;202;Vila Nova Conceição;Condomínio Helbor Edition Vila Nova ;2100000;112;18.750;;;2;3;2;Dezeo;(11) 5090-1122 ;-23.596.205;-46.669.337;71183811;https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-nova-conceicao-zona-sul-sao-paulo-com-garagem-112m2-venda-RS2100000-id-71183811/
